order_date,customer,grand_total
41095,Barbara Fisher,12
41013,Theone Pippenger,35
40953,Ted Trevino,652
41221,Quincy Jones,4405
41270,Steve Nguyen,1229
41221,Maria Zettner,377
41162,Matt Collins,354
41173,Tracy Hopkins,1133
41266,Bradley Drucker,194
40990,Debra Catini,598
41248,Tim Brockman,12
41239,Guy Phonely,192
41023,Deborah Brumfield,26
40992,Dennis Pardue,359
41218,Valerie Dominguez,387
41206,Andrew Gjertsen,373
41165,Jonathan Howell,200
41247,Harry Marie,418
41057,Neil Knudson,7
41076,Lycoris Saunders,253
41052,Kristen Hastings,51
40931,Carl Weiss,44
41043,Jesus Ocampo,570
40917,Craig Carroll,364
41247,Tracy Zic,42
41269,Roger Barcio,275
41257,Muhammed MacIntyre,4
41138,Steven Cartwright,329
41132,Barry Weirich,46
41085,Mark Van Huff,129
41271,Eric Murdock,54
41234,Shahid Shariari,1364
41244,Logan Currie,55
41004,Ted Trevino,24
41267,Maribeth Schnelling,226
40973,Mike Vittorini,32
41178,Sarah Foster,167
41166,Christina Anderson,913
41092,Richard Bierner,33
41074,Alan Dominguez,51
41229,John Grady,19
41134,Clytie Kelty,6
41012,Sonia Sunley,17
40989,Julia West,1270
41060,Bill Donatelli,2568
41027,Shirley Daniels,4000
41113,Tracy Hopkins,198
41177,Marina Lichtenstein,23
41058,John Lucas,741
41274,Barry Gonzalez,162
41180,Jennifer Jackson,602
41216,Chris Selesnick,7
40911,Sylvia Foulston,10
41107,Victoria Brennan,21
41149,Cassandra Brandow,2018
40997,Denny Ordway,73
41186,Alex Avila,27
40998,Fred Chung,204
40990,Fred Wasserman,20
41155,Jennifer Braxton,238
41253,Keith Dawkins,1000
41131,Bill Donatelli,65
41071,Jim Epp,3166
40955,Rob Dowd,125
41223,Philisse Overcash,2165
40938,Charles Crestani,2147
41079,Logan Haushalter,206
41142,Henry Goldwyn,53
41243,William Brown,258
41213,Harold Pawlan,70
41025,Sue Ann Reed,194
41078,Skye Norling,101
41178,Bryan Spruell,189
41123,Brad Eason,448
41159,Charles Crestani,48
41246,Dean Katz,485
41083,Rick Duston,202
41108,Pauline Johnson,147
41246,Jack Garza,289
41236,Annie Thurman,2643
41227,Gary Zandusky,1114
40977,Noel Staavos,473
41257,Doug Jacobs,320
41081,Emily Phan,108
41099,Kean Nguyen,49
41235,Andy Reiter,15
41221,Sanjit Chand,256
41212,Cathy Hwang,300
41145,Maurice Satty,469
41113,Melanie Seite,11
41233,Lena Creighton,645
41191,Brian Moss,736
41094,Alan Dominguez,15
41026,Greg Tran,2670
41191,Fred McMath,660
41005,Thomas Thornton,92
41267,David Bremer,167
41178,Rick Wilson,1044
41121,Rick Hansen,3420
41060,Stephanie Phelps,245
41269,David Flashing,213
41082,Michael Grace,796
41257,Keith Dawkins,62
41185,Mary Zewe,15
40973,Alan Haines,133
41240,Steve Nguyen,222
41086,Laura Armstrong,42
41215,Kelly Collister,448
41256,Matt Collins,10
41010,Patrick Ryan,122
41184,Nora Pelletier,7
41190,Brian Thompson,3
41163,Skye Norling,399
41179,Jamie Kunitz,2027
41185,Bruce Stewart,121
41163,George Bell,25
41257,Ashley Jarboe,50
41148,Ryan Akin,485
41222,Jesus Ocampo,2
41102,Rob Lucas,1745
41220,Doug O'Connell,77
41173,Stuart Van,1102
41230,Brian Stugart,1874
41214,Justin Hirsh,328
41172,Theone Pippenger,3
41264,Elpida Rittenbach,61
41085,Cathy Hwang,109
41178,Gene McClure,743
40942,Pauline Webber,91
41073,Jennifer Jackson,37
41262,Jay Kimmel,527
41255,Jonathan Doherty,130
41253,Meg Tillman,6
41222,Adam Shillingsburg,1085
41129,Rob Dowd,80
41173,Duane Huffman,85
40988,Joe Kamberova,21
41116,Cyma Kinney,266
41200,John Castell,278
41130,Monica Federle,154
41166,Christopher Martinez,269
40980,Edward Becker,46
40999,Ed Braxton,121
41093,Bruce Degenhardt,366
41082,Ken Lonsdale,5
41184,Resi Pšlking,11
40920,Cindy Schnelling,389
41089,Steven Cartwright,20
40932,Cyra Reiten,13
41164,Craig Carreira,22
41255,Eric Murdock,8
41191,Dave Kipp,31
41242,Anthony Witt,30
41039,Dennis Pardue,108
41129,Denny Blanton,601
41098,Darrin Martin,21
41197,Pete Armstrong,340
41228,Victoria Pisteka,167
41251,Yana Sorensen,458
41180,Roy Phan,352
41033,Laura Armstrong,22
40960,Joe Elijah,49
41143,Roger Barcio,17
41075,Peter Fuller,497
41184,Henry MacAllister,569
41131,Julie Kriz,75
41270,Aaron Hawkins,991
41226,Patrick O'Brill,614
41155,David Bremer,179
40991,Sheri Gordon,59
41257,Paul Prost,15
41024,Zuschuss Carroll,349
41142,David Smith,667
41006,Frank Merwin,12
41095,Victor Preis,19
41247,Maribeth Schnelling,2202
41250,Jeremy Farry,7
41157,Arthur Gainer,733
41027,Russell Applegate,45
41207,Deirdre Greer,582
41272,Roy Franzšsisch,6
41041,Annie Zypern,37
41178,Tracy Blumstein,413
41215,Jas O'Carroll,1039
41240,Matt Abelman,1171
41214,Quincy Jones,5
41218,Ken Lonsdale,98
41201,Tracy Blumstein,34
41130,Naresj Patel,3386
41190,Gene Hale,73
41218,George Bell,207
41213,Mary Zewe,14
40996,Alan Barnes,200
41166,Stefania Perrino,170
41057,Karl Braun,61
41072,Laurel Elliston,30
41041,James Galang,769
41249,Dennis Kane,594
41143,Dave Poirier,50
40987,Jesus Ocampo,454
40976,Frank Olsen,9
40962,Lindsay Castell,38
41212,Thomas Thornton,183
40961,Penelope Sewall,79
41192,Katherine Nockton,393
41163,Don Miller,1082
41205,Jay Fein,1447
41120,Corey Catlett,62
41213,Kean Thornton,83
41099,Brian Thompson,1134
40942,Ken Heidel,12
41171,Rick Wilson,23
41162,Charles Crestani,52
41054,Muhammed MacIntyre,263
40995,Mark Van Huff,84
41169,Meg O'Connel,32
41078,Keith Herrera,1046
41134,Grace Kelly,65
41187,Jeremy Farry,357
41012,Zuschuss Carroll,911
40969,Resi Pšlking,4
40996,John Huston,23
40969,Craig Molinari,1283
41060,Sample Company A,22
41012,Thea Hendricks,11
41158,Alyssa Tate,3
41255,Helen Abelman,527
41254,Jim Kriz,111
41260,Paul Gonzalez,450
41009,Eugene Hildebrand,157
40984,Maurice Satty,499
41192,John Dryer,1802
41194,Daniel Lacy,412
41270,Maribeth Dona,105
41186,Julie Kriz,86
41250,Darren Koutras,437
41220,Karen Bern,24
41248,Stephanie Ulpright,153
41174,Michael Grace,80
41057,Maxwell Schwartz,633
41029,Benjamin Patterson,1023
41127,Rachel Payne,468
41250,Melanie Seite,80
41099,Matt Collins,270
40996,Chloris Kastensmidt,21
40948,Frank Atkinson,81
41171,Giulietta Weimer,280
41157,Tamara Willingham,68
41267,Harold Ryan,884
41237,Kunst Miller,266
41273,Clay Ludtke,3251
41251,Tonja Turnell,2079
41229,Mike Pelletier,2233
41040,Paul Stevenson,192
41254,Cynthia Arntzen,324
41072,Sam Zeldin,25
41226,Fred McMath,233
41241,Tom Prescott,323
41060,Muhammed Lee,10
41001,Cari Sayre,9
41233,Chris Selesnick,140
41101,Todd Sumrall,1137
41162,Bobby Odegard,6
41249,David Bremer,9
41165,Arthur Gainer,178
41116,Helen Andreada,168
41037,Daniel Lacy,546
41052,Nathan Mautz,926
40945,Trudy Schmidt,692
41263,Emily Ducich,101
40999,Scott Cohen,80
41244,Tamara Willingham,4211
41258,Jim Kriz,3
41073,Barbara Fisher,6
41025,Bart Watters,486
41036,Anna Gayman,260
40921,Philip Brown,612
41171,Marc Harrigan,8
41235,Nathan Gelder,114
41085,Jill Fjeld,205
41227,Patrick Jones,135
41243,Janet Lee,705
41153,Doug Bickford,979
41015,Lauren Leatherbury,2299
41158,Beth Thompson,198
41242,Sylvia Foulston,1542
40991,Bart Pistole,33
41128,Jim Karlsson,107
41165,Anne McFarland,13
40966,Nora Paige,539
41044,Fred Chung,52
41107,Jessica Myrick,195
41215,Emily Grady,198
41227,Ken Black,260
41054,Justin Hirsh,846
41228,Maya Herman,225
41235,Meg O'Connel,207
41083,Christine Sundaresam,367
41115,Russell D'Ascenzo,624
41208,Maribeth Yedwab,6
41162,Alex Russell,180
41145,Eleni McCrary,310
41197,Joel Eaton,2717
41177,Dana Kaydos,129
41274,Anna HŠberlin,116
41072,Giulietta Baptist,64
41256,Dean percer,57
41006,Peter Fuller,847
41080,Stewart Carmichael,384
40973,Maribeth Schnelling,257
41184,Sheri Gordon,27
41216,Corinna Mitchell,1345
41159,Tanja Norvell,560
41092,Frank Atkinson,246
41243,Paul Stevenson,89
40942,Allen Armold,178
41166,Craig Carroll,1884
41069,Trudy Glocke,496
41191,Tim Brockman,656
41169,Denny Blanton,87
40911,Amy Hunt,1758
40927,Paul MacIntyre,302
41243,Lena Radford,440
41172,Barry Gonzalez,1664
41257,Darren Budd,370
41214,Jeremy Farry,205
41263,Evan Minnotte,12
41054,Nora Pelletier,15
41215,Barry Blumstein,374
41128,Parhena Norris,19
41008,Jay Kimmel,370
41067,Eleni McCrary,8
41037,Alejandro Ballentine,38
41152,Shirley Daniels,21
41170,Justin Ritter,717
41101,Clytie Kelty,677
41247,Michael Stewart,86
41101,Shahid Collister,128
41019,Erica Smith,117
41136,Richard Eichhorn,174
41246,Bill Stewart,590
41017,Deanra Eno,1009
41205,Andrew Gjertsen,4
41015,Denise Monton,128
41156,Christine Sundaresam,919
41241,Evan Bailliet,336
41248,Sandra Flanagan,45
40974,John Lucas,1555
41194,Kelly Andreada,100
41169,Sylvia Foulston,29
41253,Matt Abelman,1033
41176,Marc Crier,518
41055,Pamela Stobb,610
41158,Lori Olson,46
41104,Toby Gnade,861
41249,Naresj Patel,339
40987,Dan Campbell,14
41024,Jill Stevenson,14
41179,Saphhira Shifley,99
41116,Alan Shonely,10
41086,Dennis Bolton,43
41268,Jim Kriz,415
41039,Alan Barnes,47
41242,Phillina Ober,4
41069,Nathan Cano,13
41033,Alan Schoenberger,27
41142,Nick Zandusky,632
41236,Pierre Wener,421
41268,Maria Bertelson,20
41079,Maria Etezadi,6
41218,Grant Thornton,25
41226,Arthur Wiediger,404
41233,Skye Norling,19
40984,Monica Federle,43
41249,Gary Hwang,758
41268,Sean Miller,10
41255,Dennis Kane,32
41240,Justin Deggeller,189
41228,Duane Huffman,40
40984,Christopher Martinez,6413
41229,Matt Connell,296
40938,Jeremy Pistek,14
41011,Robert Dilbeck,41
40992,Cathy Prescott,47
41218,Justin MacKendrick,63
41212,Barry Franzšsisch,1036
41232,Katherine Ducich,868
41030,Jennifer Braxton,89
41187,Maria Bertelson,53
41042,Ben Ferrer,238
41167,Carol Triggs,215
40948,Sarah Jordon,204
41096,Paul Prost,302
40975,Eugene Moren,808
40910,Victoria Wilson,1817
41033,Stuart Van,126
41233,Patrick Bzostek,24
41222,Dianna Vittorini,1171
41145,Cassandra Brandow,2645
41015,Sarah Brown,1484
41257,Rick Duston,8
40978,Toby Swindell,1
41106,Michael Granlund,300
41078,Harold Ryan,14
41171,Nicole Hansen,66
41123,Corey-Lock,565
40946,Damala Kotsonis,324
41223,Sam Craven,578
41060,Tamara Manning,1746
41176,Carlos Meador,35
41258,Natalie Fritzler,4190
41246,Mark Packer,11
41036,Chris Cortes,46
41116,Bart Pistole,131
41256,Rachel Payne,147
41270,Arthur Gainer,129
41220,Mike Caudle,33
41134,Sandra Flanagan,32
41249,Katherine Murray,33
41115,Michelle Huthwaite,1289
40980,Evan Bailliet,5
41016,Jessica Myrick,173
41271,Fred Harton,25
41183,Eric Murdock,112
41055,Ruben Dartt,20
41177,Sally Hughsby,480
41202,Stewart Visinsky,440
41235,Brosina Hoffman,33
41019,Theresa Swint,896
41100,Eric Hoffmann,3
41171,Frank Carlisle,61
41248,George Bell,52
40939,Karl Braun,99
41057,Trudy Brown,94
40914,Stefania Perrino,32
41206,Robert Dilbeck,454
41012,Anthony Witt,13
41170,Trudy Glocke,188
41155,Julie Creighton,201
41060,Elizabeth Moffitt,345
40912,Chris Selesnick,72
41051,Sarah Brown,3862
41226,Russell Applegate,211
41173,Cynthia Delaney,609
40987,Guy Armstrong,11
41092,Steven Roelle,19
41258,Rick Reed,246
41201,Cari Schnelling,2
41134,Ralph Arnett,11
41170,Adam Bellavance,19
41254,Shaun Weien,197
41208,Kristen Hastings,1215
40997,Alan Shonely,6
41032,Lena Cacioppo,461
41158,Chuck Clark,272
41229,Heather Kirkland,1001
41227,Maureen Gastineau,48
41021,Annie Zypern,153
41172,Anne McFarland,46
40925,Amy Hunt,89
41270,Richard Eichhorn,436
41160,Victoria Wilson,21
41232,Tony Chapman,142
41187,Ivan Liston,288
40973,Jennifer Jackson,7
41026,Tony Chapman,49
41177,Carlos Soltero,123
41094,Julie Prescott,23
41199,Charlotte Melton,78
40959,Kelly Andreada,287
40925,Scott Cohen,7
41207,Trudy Brown,314
41261,Robert Barroso,95
41226,Helen Abelman,17
40973,Sarah Foster,85
41225,Yoseph Carroll,16
40968,Shui Tom,59
41176,Deanra Eno,1423
41122,Pauline Chand,1012
41237,Toby Swindell,569
41082,Shaun Weien,1218
41049,Sheri Gordon,170
40997,Sara Luxemburg,1167
41265,Beth Thompson,17
41099,Emily Burns,5
41268,Dionis Lloyd,256
41172,Alejandro Grove,38
41249,Rose O'Brian,174
41163,Sean Braxton,266
41024,Trudy Schmidt,330
40984,Michael Stewart,86
41263,Maya Herman,55
41078,Bruce Geld,52
41264,Sam Zeldin,1350
41115,Yana Sorensen,457
40954,Roy Phan,975
41242,Eileen Kiefer,56
41255,Liz Thompson,349
41227,Patrick Jones,860
41263,Gary Zandusky,22
41142,Katherine Nockton,637
41221,Shaun Weien,120
40964,Sung Shariari,26
41052,Erin Ashbrook,187
41094,Irene Maddox,1100
40913,Steven Roelle,62
41223,Alan Hwang,80
41073,Penelope Sewall,106
41205,Ralph Arnett,78
40983,Karen Seio,17
41270,Kean Nguyen,8
41016,George Ashbrook,2573
41120,Helen Andreada,226
41130,Ruben Ausman,5
41255,Xylona Preis,54
41247,Rose O'Brian,1635
41038,Max Engle,49
41254,Stuart Calhoun,206
41172,Tamara Chand,86
41249,Nora Pelletier,1000
41251,Henry Goldwyn,16
41208,Andrew Gjertsen,174
41060,Carl Weiss,8
41243,Raymond Messe,177
41177,Phillina Ober,183
41274,Trudy Brown,18
41248,Matt Hagelstein,44
40945,Ivan Liston,1558
41177,Erica Hackney,63
41233,Dan Lawera,20
41183,Eric Murdock,573
41206,Michelle Tran,4
41078,Benjamin Venier,670
40920,Yana Sorensen,465
41246,Harold Pawlan,185
40955,Sung Pak,36
41241,Michelle Arnett,8
41252,Ken Brennan,34
41262,James Galang,1942
41241,Lena Creighton,152
41265,Harold Ryan,456
41092,Rob Haberlin,1306
41067,Harold Dahlen,52
41028,Jim Kriz,8
41256,Rob Dowd,809
41152,Rick Huthwaite,556
40990,Dean Braden,162
40942,Rick Wilson,137
41263,John Murray,36
41243,Ann Blume,17
41080,Becky Castell,320
41173,Giulietta Baptist,3632
41267,Kean Takahito,66
41064,Becky Pak,1110
41222,Charlotte Melton,11
41223,Steve Chapman,714
40913,James Lanier,144
41269,Brian Dahlen,22
41263,Arianne Irving,17
41239,Erin Ashbrook,600
41041,Cindy Stewart,39
40988,Dave Hallsten,1446
41108,Karen Carlisle,6
41177,Sarah Brown,69
41194,Ralph Kennedy,210
41156,David Smith,134
41240,Thomas Brumley,6
41201,Robert Marley,1911
40976,Anthony Rawles,19
41215,Emily Ducich,2621
41110,Ralph Kennedy,1238
41158,Cyma Kinney,7
41177,Bryan Mills,3
41127,Michael Stewart,27
41032,Nicole Fjeld,14
41187,Sylvia Foulston,78
41061,Catherine Glotzbach,12
41015,Theresa Swint,239
41159,Corey Catlett,141
41004,Carol Adams,892
41096,Sarah Jordon,170
41241,Mark Cousins,130
41247,Sean O'Donnell,795
41233,Grace Kelly,480
41264,Adam Hart,3
41176,Max Engle,51
41030,David Bremer,278
41216,Fred Hopkins,1449
41160,Neoma Murray,68
41068,Andrew Gjertsen,938
41136,Tim Taslimi,323
41235,Harold Dahlen,77
41210,Rob Dowd,105
41259,Sandra Glassco,5
41041,Rose O'Brian,15
41157,Cathy Armstrong,90
41191,Sonia Cooley,50
40960,Pierre Wener,2542
41220,Stewart Visinsky,715
41088,Dorothy Wardle,498
41225,Monica Federle,304
41130,David Smith,647
41230,Greg Hansen,41
40987,Mike Caudle,12
41220,Adrian Barton,671
41128,Eudokia Martin,520
40990,Ruben Dartt,16
40982,Emily Phan,688
41079,Katherine Murray,229
41240,Jeremy Ellison,30
41128,Noel Staavos,3
41059,Brendan Dodson,152
41233,Sung Shariari,378
41068,Maureen Gnade,146
41159,Andy Gerbode,655
40994,Ellis Ballard,3394
41095,Mitch Webber,74
41121,Allen Rosenblatt,240
41221,Amy Cox,70
41241,Ashley Jarboe,45
41229,Philisse Overcash,523
41075,Grace Kelly,226
41202,Maxwell Schwartz,25
40935,Sean Christensen,2804
41064,Lauren Leatherbury,17
41213,Sandra Glassco,2562
41250,Alan Hwang,802
41163,Steven Cartwright,190
41270,Brad Thomas,385
41043,Hunter Glantz,1118
41264,Lynn Smith,48
41047,Anthony Jacobs,11
41144,Fred Harton,1142
41089,Sheri Gordon,118
40988,Bryan Mills,29
41183,Shaun Chance,139
41149,Ben Peterman,1203
41249,Mike Pelletier,15
41164,Paul Gonzalez,493
41006,Resi Pšlking,49
41086,Valerie Dominguez,972
41044,Anna HŠberlin,18
41232,Aleksandra Gannaway,31
41065,Edward Becker,1523
41239,Stefanie Holloman,692
41004,Valerie Takahito,1636
41179,Rick Huthwaite,175
41076,Philip Brown,6
40994,Gene McClure,57
40982,Arianne Irving,19
41168,Bradley Drucker,31
41170,George Bell,53
41186,Denny Joy,393
40987,Corinna Mitchell,449
41162,Aimee Bixby,15
41215,Liz Thompson,739
41058,Karl Braun,12
41235,Marc Crier,58
41173,Dario Medina,220
41190,Maria Bertelson,146
41129,Thomas Thornton,159
41249,Art Ferguson,8
40935,Seth Vernon,769
41174,Muhammed MacIntyre,61
41009,Dario Medina,13
41146,Mick Crebagga,32
41180,Henry Goldwyn,87
41050,Michelle Ellison,27
41145,Denny Ordway,7
41267,Joni Blumstein,628
41155,John Huston,8
41158,Andy Gerbode,47
41134,Ed Jacobs,423
40921,Karen Seio,10
41204,Gene McClure,10
40959,Liz MacKendrick,30
41222,Dean percer,2340
41599,Barbara Fisher,329
41603,Carol Darley,25
41622,Ken Heidel,64
41538,Greg Maxwell,476
41450,Max Jones,4823
41624,Tony Chapman,19
41603,Alyssa Tate,43
41407,Harry Marie,642
41619,Sara Luxemburg,6
41580,Cindy Schnelling,112
41452,John Grady,719
41542,Edward Hooks,868
41463,Raymond Messe,216
41310,Annie Zypern,919
41561,Bart Watters,280
41634,Saphhira Shifley,21
41309,Jennifer Braxton,93
41387,Michael Moore,35
41592,Cyma Kinney,280
41473,Ruben Ausman,78
41470,Rob Haberlin,29
41543,Julia West,17
41332,Eric Barreto,57
41458,Katherine Hughes,8
41396,Chris McAfee,141
41627,Grace Kelly,1794
41333,Rick Reed,36
41324,Cyma Kinney,34
41633,Sean Christensen,84
41551,Daniel Byrd,1028
41451,Logan Currie,118
41541,Clay Rozendal,11
41422,Brian Stugart,1328
41281,Dianna Wilson,35
41470,Bryan Mills,420
41506,Resi Pšlking,449
41450,Hunter Lopez,441
41618,Paul MacIntyre,1057
41452,Victoria Pisteka,199
41348,Sibella Parks,17
41529,Jill Fjeld,1611
41332,Dan Lawera,171
41480,James Galang,73
41474,Neil Knudson,314
41636,Ross DeVincentis,17
41622,Jasper Cacioppo,10
41458,Erin Ashbrook,570
41537,Shirley Daniels,53
41524,Mary O'Rourke,754
41481,Ken Heidel,16
41460,Rick Bensley,275
41590,Sung Chung,14
41433,Frank Merwin,10
41631,Lena Creighton,26
41597,Patrick Gardner,595
41526,Liz Preis,311
41438,Steven Cartwright,488
41468,Kristen Hastings,96
41551,Tracy Poddar,38
41366,Barry Blumstein,62
41337,Alex Avila,4406
41490,Alex Grayson,249
41481,Meg Tillman,2503
41606,Herbert Flentye,448
41397,Adam Shillingsburg,37
41438,Erin Ashbrook,199
41610,Fred Hopkins,23
41373,Eugene Hildebrand,130
41459,Filia McAdams,124
41607,Sally Knutson,7
41634,Joe Elijah,2446
41277,Bill Overfelt,1605
41415,Joe Kamberova,1364
41493,Liz MacKendrick,38
41613,Liz MacKendrick,16
41603,Matthew Grinstein,4
41578,Susan Pistek,4
41611,Pauline Webber,116
41499,Nora Preis,1800
41381,Bryan Mills,29
41589,Pamela Coakley,226
41513,Roland Fjeld,165
41400,Rick Bensley,271
41531,Alejandro Grove,2375
41639,Brian Dahlen,171
41568,Lindsay Castell,61
41445,Karen Carlisle,17
41321,Jill Fjeld,417
41620,Janet Molinari,1045
41535,Brendan Sweed,33
41594,Stewart Carmichael,99
41536,Henry MacAllister,5
41548,Greg Matthias,524
41520,Becky Martin,282
41342,Patrick Gardner,10
41568,Luke Foster,7
41353,Bobby Trafton,72
41463,Max Jones,59
41324,Greg Tran,71
41403,Clay Ludtke,1110
41291,Dionis Lloyd,316
41547,Dario Medina,10
41541,Darrin Van Huff,23
41312,Christina Anderson,108
41605,George Ashbrook,18
41520,Joe Elijah,1854
41605,Maribeth Schnelling,4104
41443,Lena Creighton,749
41416,Linda Cazamias,2396
41440,Paul Van Hugh,54
41495,Cathy Armstrong,1016
41433,Roy Skaria,10
41356,Robert Barroso,59
41484,Olvera Toch,1557
41599,Erica Hackney,151
41547,Erin Smith,859
41321,Giulietta Weimer,324
41604,Cindy Stewart,5017
41425,Annie Thurman,304
41409,Tiffany House,186
41432,Scot Coram,106
41628,Barry Pond,2
41614,James Galang,465
41415,Dean Braden,3
41446,Erin Ashbrook,106
41547,Joe Kamberova,299
41597,Bobby Elias,61
41548,Sarah Jordon,2
41382,Jessica Myrick,257
41526,Ken Black,130
41542,Craig Leslie,532
41283,Laura Armstrong,728
41344,Maya Herman,105
41526,Anna Gayman,2621
41387,Tonja Turnell,24
41404,Julia West,89
41313,Cathy Hwang,1128
41582,Xylona Preis,562
41397,Nick Radford,367
41298,Henry Goldwyn,31
41375,Quincy Jones,14
41384,Kunst Miller,633
41614,Theone Pippenger,1285
41540,Sally Hughsby,105
41535,Jim Sink,100
41599,Allen Goldenen,33
41634,Laurel Workman,499
41387,Tanja Norvell,1588
41407,Vivek Grady,11
41585,Irene Maddox,85
41470,Raymond Buch,293
41526,Toby Ritter,74
41527,Troy Staebel,15
41454,Roland Fjeld,360
41536,Bill Donatelli,240
41491,Max Ludwig,159
41523,Jonathan Doherty,83
41317,John Stevenson,1366
41372,Yoseph Carroll,1200
41541,Candace McMahon,14
41599,Nick Zandusky,381
41340,Lena Cacioppo,309
41634,Darren Budd,1180
41431,Chloris Kastensmidt,80
41296,Paul Gonzalez,8
41481,Larry Blacks,21
41598,Tim Taslimi,55
41366,Frank Preis,1385
41334,Lena Cacioppo,111
41479,Ivan Liston,115
41536,Patrick O'Brill,3
41535,Luke Weiss,232
41569,Charles McCrossin,98
41636,Joni Wasserman,3
41443,Ted Butterfield,655
41403,Trudy Brown,18
41549,Hunter Glantz,108
41491,Linda Cazamias,335
41634,Brian DeCherney,34
41342,Brian DeCherney,115
41486,Lindsay Shagiari,9
41613,Kean Takahito,105
41377,Brian Dahlen,449
41464,Joe Elijah,725
41337,Brosina Hoffman,1094
41479,Chloris Kastensmidt,204
41528,Steve Chapman,520
41569,Neoma Murray,23
41404,Mick Brown,19
41577,Jim Mitchum,52
41638,Frank Olsen,42
41486,Rob Williams,716
41379,Kean Takahito,977
41400,Patrick Jones,14
41627,Alan Haines,1410
41520,Ross DeVincentis,168
41432,Liz Preis,549
41527,Annie Thurman,55
41318,Ross DeVincentis,147
41387,Ed Ludwig,87
41530,Matt Collister,40
41520,Sam Zeldin,47
41503,Jeremy Pistek,32
41598,Nora Pelletier,35
41421,Cathy Prescott,233
41436,Olvera Toch,1389
41352,Dave Brooks,872
41604,Mark Hamilton,194
41559,Emily Phan,33
41600,Julie Kriz,114
41526,Valerie Mitchum,100
41505,Natalie Fritzler,86
41624,Shahid Hopkins,2
41562,Pauline Webber,1204
41610,Joel Eaton,352
41297,Christy Brittain,60
41603,Steve Carroll,82
41617,Lena Hernandez,334
41423,Valerie Dominguez,186
41358,Vivek Grady,22
41586,Max Jones,28
41425,Anna HŠberlin,4317
41599,Frank Atkinson,574
41543,Tony Sayre,642
41599,Nora Paige,960
41416,Alejandro Savely,85
41478,Maureen Fritzler,122
41372,Alan Shonely,70
41600,Denise Monton,445
41614,Justin Ellison,2658
41635,Roy Collins,11
41513,Andrew Allen,1158
41463,Steve Chapman,46
41474,Linda Southworth,2332
41557,Maria Zettner,171
41631,Duane Noonan,885
41632,Frank Merwin,1508
41600,Mike Vittorini,13
41304,Harold Engle,157
41452,Duane Noonan,22
41582,Phillip Flathmann,1490
41617,Doug Bickford,386
41597,Ashley Jarboe,302
41351,Vivian Mathis,163
41470,John Stevenson,220
41346,Mike Caudle,13
41481,Rick Reed,244
41632,Ben Peterman,141
41589,Art Foster,54
41523,Pete Kriz,634
41415,Rick Bensley,1065
41540,Amy Cox,24
41586,Michael Chen,359
41485,Jack O'Briant,85
41586,Lisa DeCherney,58
41519,Joseph Airdo,478
41520,Sonia Sunley,10
41284,Ken Black,150
41529,Eugene Barchas,373
41575,Ben Wallace,512
41473,Annie Thurman,46
41590,Liz Pelletier,525
41291,Chuck Clark,725
41514,Elizabeth Moffitt,9
41337,Jason Gross,606
41533,Justin Deggeller,1149
41549,Jamie Kunitz,36
41557,Michael Paige,24
41626,Adrian Barton,9893
41639,Keith Dawkins,7
41470,Dan Reichenbach,14
41518,Theone Pippenger,24
41606,Cassandra Brandow,345
41617,Gene Hale,1288
41522,Jeremy Pistek,240
41405,Gene McClure,7
41639,Bryan Mills,20
41374,Herbert Flentye,557
41380,Julie Kriz,144
41309,Tracy Blumstein,14
41514,Todd Boyes,94
41401,Brad Eason,111
41499,Cindy Schnelling,562
41452,Skye Norling,548
41628,Clay Ludtke,304
41353,Corey Catlett,31
41345,Odella Nelson,63
41572,Emily Ducich,450
41625,Pete Kriz,564
41596,Heather Jas,50
41308,Liz Carlisle,866
41592,Chuck Clark,217
41502,John Castell,706
41550,Tamara Chand,18337
41437,Seth Vernon,903
41593,Maria Bertelson,448
41356,Marc Crier,168
41451,Alan Shonely,61
41496,Gary Hansen,16
41550,Liz Preis,55
41583,Carl Weiss,51
41327,Paul Van Hugh,490
41361,David Smith,93
41347,Dennis Bolton,51
41579,Bill Donatelli,493
41421,Maurice Satty,477
41452,Gene McClure,15
41501,Toby Ritter,16
41540,Chris Selesnick,19
41346,Clytie Kelty,29
41430,Karen Daniels,76
41447,Adam Shillingsburg,576
41589,Kalyca Meade,119
41597,Steve Nguyen,330
41337,Theresa Swint,61
41359,Damala Kotsonis,60
41470,Theone Pippenger,12
41537,Anne Pryor,26
41540,Pierre Wener,8
41536,Magdelene Morse,693
41576,Victoria Brennan,757
41372,Dorris liebe,659
41433,Ross DeVincentis,32
41368,Carlos Soltero,100
41343,Rick Bensley,200
41438,Arthur Wiediger,547
41519,Cynthia Voltz,22
41575,Ben Wallace,291
41572,Catherine Glotzbach,240
41495,Jill Fjeld,65
41529,Giulietta Dortch,737
41599,Shirley Jackson,128
41593,Eugene Barchas,1629
41423,Tanja Norvell,286
41326,Erin Ashbrook,136
41552,Mary O'Rourke,60
41473,Andrew Allen,590
41572,Victoria Wilson,460
41290,Eric Hoffmann,102
41592,Cindy Stewart,52
41436,Joy Bell-,24
41638,Carlos Daly,153
41612,Michael Moore,612
41411,Jim Radford,553
41471,Rick Huthwaite,44
41478,Caroline Jumper,16
41435,Dean Braden,122
41345,Brad Thomas,30
41338,Randy Ferguson,10
