order_date,customer,grand_total
22-Feb-11,Tamara Manning,9
16-Feb-11,Barry Franz?sisch,21
3-Nov-11,Shahid Hopkins,1396
7-Apr-11,Valerie Mitchum,259
29-Jun-11,Dan Lawera,33
31-May-11,Jim Karlsson,774
7-May-11,Carol Triggs,1091
5-Dec-11,David Kendrick,434
5-May-11,Peter Fuller,41
9-Aug-11,Matthew Grinstein,1310
11-Jul-11,Jamie Kunitz,165
29-Oct-11,Noah Childs,78
20-Aug-11,Craig Reiter,421
30-Dec-11,Dorothy Dickinson,39
20-Sep-11,Duane Noonan,587
20-Jun-11,Sam Craven,1354
11-Mar-11,Chloris Kastensmidt,19
4-Oct-11,Chris Cortes,589
25-Apr-11,Beth Thompson,2061
27-Dec-11,Cynthia Delaney,107
14-Nov-11,Robert Marley,81
13-May-11,Alejandro Grove,56
7-Jan-11,Maria Etezadi,4375
24-Nov-11,Richard Bierner,112
27-Nov-11,Jack O'Briant,200
13-Apr-11,Ben Ferrer,8
9-Aug-11,Andy Gerbode,194
21-Jan-11,Xylona Preis,709
27-Jan-11,Carol Adams,153
19-Sep-11,Bill Shonely,887
19-Jul-11,Eugene Moren,6
1-Nov-11,Paul Lucas,66
1-Mar-11,Giulietta Weimer,514
12-Feb-11,Guy Armstrong,535
26-Dec-11,Tracy Blumstein,192
12-Dec-11,Nora Preis,4631
8-Sep-11,Dennis Pardue,76
21-Sep-11,Matt Abelman,32
26-Nov-11,Natalie Webber,1123
26-Jul-11,Luke Foster,2657
30-Mar-11,Kunst Miller,50
5-Mar-11,Aimee Bixby,706
6-Jun-11,Stewart Visinsky,63
19-Dec-11,Speros Goranitis,372
19-Apr-11,Nicole Fjeld,76
27-Jul-11,Barry Blumstein,276
9-Dec-11,Thomas Seio,29
20-Oct-11,Fred Hopkins,427
9-Aug-11,Joseph Holt,2061
29-Aug-11,Ryan Akin,709
6-Apr-11,Scott Cohen,687
21-Oct-11,Sylvia Foulston,36
14-May-12,Claudia Bergmann,1453
13-Apr-12,Heather Jas,86
17-May-12,Dianna Vittorini,87
20-Nov-12,Brian Moss,258
22-Nov-12,Irene Maddox,12
25-Sep-12,Anne McFarland,17
2-Nov-12,Scot Wooten,110
19-Dec-12,Suzanne McNair,128
15-Sep-12,Ann Chong,151
16-May-12,Tracy Hopkins,256
31-May-12,Janet Molinari,235
6-Apr-12,Mark Hamilton,48
9-Apr-12,Ivan Gibson,370
9-Feb-12,Michael Stewart,21
5-Dec-12,Scot Wooten,74
10-Feb-12,Nona Balk,77
18-Sep-12,Charlotte Melton,444
27-Aug-12,Philip Fox,150
9-Jun-12,Max Jones,175
27-Dec-12,David Bremer,1569
27-Nov-12,Carlos Daly,284
4-Sep-12,Ken Black,10
12-Sep-12,Tamara Manning,193
21-Sep-12,Chad Sievert,200
22-Sep-12,Sanjit Jacobs,764
12-Oct-12,Mark Packer,1669
29-Feb-12,Dave Hallsten,201
24-Aug-12,Katrina Willman,3748
15-Sep-12,Natalie Webber,1919
18-Apr-12,Kelly Williams,107
21-Nov-12,John Huston,18
21-May-12,Henry Goldwyn,25
7-Nov-12,Karen Bern,191
5-Apr-12,Jennifer Ferguson,264
7-Sep-12,Lisa Ryan,806
27-Sep-12,Helen Wasserman,42
3-Feb-12,Frank Olsen,75
24-Jul-12,Shirley Schmidt,526
30-May-12,Edward Nazzal,529
8-Dec-12,Joel Jenkins,120
30-Apr-12,Ken Black,54
1-Dec-12,Beth Thompson,14
28-Jun-12,Mark Packer,260
26-Mar-12,Benjamin Venier,74
24-Sep-12,Shaun Chance,1173
27-Dec-12,Sung Pak,284
25-Sep-12,Dan Reichenbach,900
9-Aug-12,Hallie Redmond,687
5-Nov-12,Nathan Gelder,20
6-Feb-12,Lori Olson,177
1-Mar-12,Tracy Poddar,96
13-Jun-12,Frank Carlisle,3
12-Jun-12,Jonathan Howell,56
27-Feb-12,Erin Smith,600
4-Jan-12,Andrew Gjertsen,192
29-May-12,Chad Cunningham,85
11-Dec-12,Irene Maddox,730
1-May-12,Patrick O'Brill,85
2-Oct-12,Ed Braxton,58
2-Jan-12,Claudia Bergmann,115
1-Sep-12,Daniel Raglin,1388
30-Mar-12,Daniel Raglin,367
13-Jun-12,Dave Hallsten,976
13-Nov-12,Keith Herrera,723
15-Sep-12,Brendan Murry,139
5-Sep-12,Sung Pak,43
1-Nov-12,Valerie Mitchum,39
6-Nov-12,Meg Tillman,11
24-Nov-12,Darren Powers,384
29-Mar-12,Chad McGuire,18
24-Sep-12,Jamie Frazer,40
7-Nov-12,Christine Phan,1362
7-Sep-12,Marc Crier,41
18-Oct-12,Kristina Nunn,101
8-Mar-12,Dana Kaydos,2532
8-Nov-12,Helen Abelman,12
21-Nov-12,Carol Adams,698
18-Feb-12,Guy Thornton,97
25-Oct-12,Jennifer Ferguson,79
2-Mar-12,Pete Armstrong,112
23-Jun-12,Randy Ferguson,268
10-Dec-12,Julia West,53
16-Apr-12,Brad Norvell,13
13-Apr-12,Eugene Barchas,721
25-Sep-12,Emily Burns,1045
11-Dec-12,Lena Creighton,10
20-Mar-12,Bart Watters,52
28-Sep-12,Zuschuss Carroll,18
10-Jul-12,Mike Vittorini,40
21-Nov-12,Brenda Bowman,40
18-Dec-12,Michael Kennedy,7
21-Apr-12,Juliana Krohn,893
30-Nov-12,John Murray,107
8-Mar-12,Fred Chung,3
28-Aug-12,Suzanne McNair,470
3-May-12,Julia Barnett,666
1-Nov-12,MaryBeth Skach,302
8-Nov-12,Noel Staavos,81
29-Aug-12,Chad Cunningham,247
5-Jan-12,Brooke Gillingham,90
6-Jul-12,Kalyca Meade,896
10-Sep-12,Frank Atkinson,107
5-Mar-12,Katherine Nockton,479
19-Dec-12,Eileen Kiefer,25
20-Apr-12,Olvera Toch,181
23-Oct-12,Craig Carroll,547
31-Dec-12,Jas O'Carroll,488
21-Nov-12,Denise Leinenbach,508
8-Nov-12,Rob Haberlin,751
31-Dec-12,Karen Carlisle,596
5-Mar-12,Luke Foster,976
18-Sep-12,Ken Heidel,2504
26-Jan-12,Elizabeth Moffitt,183
15-Dec-12,Joseph Holt,1055
25-May-12,Craig Yedwab,467
10-Oct-12,Denny Joy,45
25-Oct-12,Heather Kirkland,450
8-May-12,Allen Armold,5
29-Nov-12,Bill Tyler,1127
3-Dec-12,Alejandro Ballentine,53
4-Dec-12,Ritsa Hightower,8
29-Oct-12,Nona Balk,244
1-Dec-12,Matt Abelman,42
9-Mar-12,Toby Gnade,5
2-Mar-12,Dave Kipp,788
4-May-12,Anna H?berlin,946
17-Mar-12,Harold Ryan,49
4-Apr-12,Nicole Fjeld,211
7-Sep-12,Helen Andreada,672
16-Oct-12,Michael Paige,825
5-Dec-12,Brian Derr,420
17-Nov-12,Anna Andreadi,1971
12-Dec-12,Karen Daniels,326
23-Oct-12,Joe Elijah,187
20-Nov-12,Phillina Ober,344
9-Jun-12,Anthony Garverick,113
31-Jul-12,Steve Chapman,53
1-Dec-12,Lindsay Castell,2677
26-Dec-12,Mick Crebagga,52
9-Jul-12,Claudia Bergmann,130
11-Apr-12,Sanjit Engle,514
13-Nov-12,Joe Kamberova,115
18-Jul-12,Roland Fjeld,520
18-Feb-12,Ann Blume,9
17-Aug-12,Shaun Chance,52
27-Feb-12,Bill Tyler,20
29-May-12,Victoria Pisteka,367
23-Nov-12,Victoria Brennan,386
26-Sep-12,Philip Fox,50
6-Feb-12,Victoria Wilson,5
31-Aug-12,Scott Cohen,1967
28-Nov-12,Eugene Barchas,74
2-Jul-12,Karl Braun,28
25-Dec-12,Ralph Arnett,1231
19-Mar-12,Fred Hopkins,4607
19-Jun-12,Paul Prost,6
11-Nov-12,Andrew Gjertsen,542
8-Nov-12,Duane Benoit,10
13-Aug-12,Odella Nelson,51
11-Oct-12,Shahid Hopkins,32
16-Mar-12,Jeremy Ellison,172
3-May-12,Stewart Visinsky,1058
28-Jun-12,Craig Yedwab,628
5-Aug-12,Anna H?berlin,73
20-Nov-12,Katrina Bavinger,155
31-Aug-12,Andrew Roberts,58
21-Dec-12,Roger Demir,78
4-Apr-12,Nat Carroll,1274
10-Oct-12,David Philippe,8
25-Apr-12,John Lucas,206
22-Sep-12,Daniel Lacy,205
12-Jul-12,Fred McMath,307
2-Aug-12,Darren Koutras,278
10-Dec-12,Ryan Akin,25
27-Aug-12,Chad Cunningham,5
19-Mar-12,Berenike Kampe,106
24-Sep-12,Maria Bertelson,98
1-Nov-12,Valerie Dominguez,2220
25-Dec-12,Jim Karlsson,1293
15-Nov-12,Dean Katz,270
3-Sep-12,Cathy Prescott,238
9-Nov-12,Anthony Garverick,11
16-Jul-12,Eleni McCrary,2049
4-Sep-12,Shaun Chance,8
12-Nov-12,Anna H?berlin,793
24-Aug-12,Shahid Collister,15
19-Oct-12,Nicole Hansen,188
8-May-12,Claudia Bergmann,8
14-Dec-12,Eric Hoffmann,29
13-Jul-12,Natalie DeCherney,1953
13-Mar-12,Marc Crier,142
13-Oct-12,Art Foster,372
23-Aug-12,Tamara Dahlen,60
13-Nov-12,Allen Armold,85
8-Nov-12,Keith Dawkins,5851
8-Feb-12,Lisa Hazard,108
5-Oct-12,Joel Jenkins,75
5-Jun-12,Brenda Bowman,11
1-Oct-12,Robert Marley,334
19-Dec-12,Arthur Gainer,7
25-Apr-12,Linda Southworth,21
21-Nov-12,Natalie Webber,208
13-Sep-12,Zuschuss Carroll,1716
10-Dec-12,Frank Carlisle,56
18-Apr-12,Darren Powers,210
13-Nov-12,Ken Lonsdale,810
19-Sep-12,Tracy Collins,62
14-Sep-12,Brad Eason,26
26-Jun-12,Sue Ann Reed,535
25-Jun-12,Alan Barnes,414
15-Feb-12,Justin MacKendrick,627
6-Jul-12,Barbara Fisher,11
20-Nov-12,Jamie Kunitz,205
9-Apr-12,Mick Crebagga,18
28-Jan-12,Joseph Holt,4298
2-May-12,Noah Childs,167
5-Jul-12,Barbara Fisher,12
14-Apr-12,Theone Pippenger,35
14-Feb-12,Ted Trevino,652
8-Nov-12,Quincy Jones,4405
27-Dec-12,Steve Nguyen,1229
8-Nov-12,Maria Zettner,377
10-Sep-12,Matt Collins,354
21-Sep-12,Tracy Hopkins,1133
23-Dec-12,Bradley Drucker,194
22-Mar-12,Debra Catini,598
5-Dec-12,Tim Brockman,12
26-Nov-12,Guy Phonely,192
24-Apr-12,Deborah Brumfield,26
24-Mar-12,Dennis Pardue,359
5-Nov-12,Valerie Dominguez,387
24-Oct-12,Andrew Gjertsen,373
13-Sep-12,Jonathan Howell,200
4-Dec-12,Harry Marie,418
28-May-12,Neil Knudson,7
16-Jun-12,Lycoris Saunders,253
23-May-12,Kristen Hastings,51
23-Jan-12,Carl Weiss,44
14-May-12,Jesus Ocampo,570
9-Jan-12,Craig Carroll,364
4-Dec-12,Tracy Zic,42
26-Dec-12,Roger Barcio,275
14-Dec-12,Muhammed MacIntyre,4
17-Aug-12,Steven Cartwright,329
11-Aug-12,Barry Weirich,46
25-Jun-12,Mark Van Huff,129
28-Dec-12,Eric Murdock,54
21-Nov-12,Shahid Shariari,1364
1-Dec-12,Logan Currie,55
5-Apr-12,Ted Trevino,24
24-Dec-12,Maribeth Schnelling,226
5-Mar-12,Mike Vittorini,32
26-Sep-12,Sarah Foster,167
14-Sep-12,Christina Anderson,913
2-Jul-12,Richard Bierner,33
14-Jun-12,Alan Dominguez,51
16-Nov-12,John Grady,19
13-Aug-12,Clytie Kelty,6
13-Apr-12,Sonia Sunley,17
21-Mar-12,Julia West,1270
31-May-12,Bill Donatelli,2568
28-Apr-12,Shirley Daniels,4000
23-Jul-12,Tracy Hopkins,198
25-Sep-12,Marina Lichtenstein,23
29-May-12,John Lucas,741
31-Dec-12,Barry Gonzalez,162
28-Sep-12,Jennifer Jackson,602
3-Nov-12,Chris Selesnick,7
3-Jan-12,Sylvia Foulston,10
17-Jul-12,Victoria Brennan,21
28-Aug-12,Cassandra Brandow,2018
29-Mar-12,Denny Ordway,73
4-Oct-12,Alex Avila,27
30-Mar-12,Fred Chung,204
22-Mar-12,Fred Wasserman,20
3-Sep-12,Jennifer Braxton,238
10-Dec-12,Keith Dawkins,1000
10-Aug-12,Bill Donatelli,65
11-Jun-12,Jim Epp,3166
16-Feb-12,Rob Dowd,125
10-Nov-12,Philisse Overcash,2165
30-Jan-12,Charles Crestani,2147
19-Jun-12,Logan Haushalter,206
21-Aug-12,Henry Goldwyn,53
30-Nov-12,William Brown,258
31-Oct-12,Harold Pawlan,70
26-Apr-12,Sue Ann Reed,194
18-Jun-12,Skye Norling,101
26-Sep-12,Bryan Spruell,189
2-Aug-12,Brad Eason,448
7-Sep-12,Charles Crestani,48
3-Dec-12,Dean Katz,485
23-Jun-12,Rick Duston,202
18-Jul-12,Pauline Johnson,147
3-Dec-12,Jack Garza,289
23-Nov-12,Annie Thurman,2643
14-Nov-12,Gary Zandusky,1114
9-Mar-12,Noel Staavos,473
14-Dec-12,Doug Jacobs,320
21-Jun-12,Emily Phan,108
9-Jul-12,Kean Nguyen,49
22-Nov-12,Andy Reiter,15
8-Nov-12,Sanjit Chand,256
30-Oct-12,Cathy Hwang,300
24-Aug-12,Maurice Satty,469
23-Jul-12,Melanie Seite,11
20-Nov-12,Lena Creighton,645
9-Oct-12,Brian Moss,736
4-Jul-12,Alan Dominguez,15
27-Apr-12,Greg Tran,2670
9-Oct-12,Fred McMath,660
6-Apr-12,Thomas Thornton,92
24-Dec-12,David Bremer,167
26-Sep-12,Rick Wilson,1044
31-Jul-12,Rick Hansen,3420
31-May-12,Stephanie Phelps,245
26-Dec-12,David Flashing,213
22-Jun-12,Michael Grace,796
14-Dec-12,Keith Dawkins,62
3-Oct-12,Mary Zewe,15
5-Mar-12,Alan Haines,133
27-Nov-12,Steve Nguyen,222
26-Jun-12,Laura Armstrong,42
2-Nov-12,Kelly Collister,448
13-Dec-12,Matt Collins,10
11-Apr-12,Patrick Ryan,122
2-Oct-12,Nora Pelletier,7
8-Oct-12,Brian Thompson,3
11-Sep-12,Skye Norling,399
27-Sep-12,Jamie Kunitz,2027
3-Oct-12,Bruce Stewart,121
11-Sep-12,George Bell,25
14-Dec-12,Ashley Jarboe,50
27-Aug-12,Ryan Akin,485
9-Nov-12,Jesus Ocampo,2
12-Jul-12,Rob Lucas,1745
7-Nov-12,Doug O'Connell,77
21-Sep-12,Stuart Van,1102
17-Nov-12,Brian Stugart,1874
1-Nov-12,Justin Hirsh,328
20-Sep-12,Theone Pippenger,3
21-Dec-12,Elpida Rittenbach,61
25-Jun-12,Cathy Hwang,109
26-Sep-12,Gene McClure,743
3-Feb-12,Pauline Webber,91
13-Jun-12,Jennifer Jackson,37
19-Dec-12,Jay Kimmel,527
12-Dec-12,Jonathan Doherty,130
10-Dec-12,Meg Tillman,6
9-Nov-12,Adam Shillingsburg,1085
8-Aug-12,Rob Dowd,80
21-Sep-12,Duane Huffman,85
20-Mar-12,Joe Kamberova,21
26-Jul-12,Cyma Kinney,266
18-Oct-12,John Castell,278
9-Aug-12,Monica Federle,154
14-Sep-12,Christopher Martinez,269
12-Mar-12,Edward Becker,46
31-Mar-12,Ed Braxton,121
3-Jul-12,Bruce Degenhardt,366
22-Jun-12,Ken Lonsdale,5
2-Oct-12,Resi P?lking,11
12-Jan-12,Cindy Schnelling,389
29-Jun-12,Steven Cartwright,20
24-Jan-12,Cyra Reiten,13
12-Sep-12,Craig Carreira,22
12-Dec-12,Eric Murdock,8
9-Oct-12,Dave Kipp,31
29-Nov-12,Anthony Witt,30
10-May-12,Dennis Pardue,108
8-Aug-12,Denny Blanton,601
8-Jul-12,Darrin Martin,21
15-Oct-12,Pete Armstrong,340
15-Nov-12,Victoria Pisteka,167
8-Dec-12,Yana Sorensen,458
28-Sep-12,Roy Phan,352
4-May-12,Laura Armstrong,22
21-Feb-12,Joe Elijah,49
22-Aug-12,Roger Barcio,17
15-Jun-12,Peter Fuller,497
2-Oct-12,Henry MacAllister,569
10-Aug-12,Julie Kriz,75
27-Dec-12,Aaron Hawkins,991
13-Nov-12,Patrick O'Brill,614
3-Sep-12,David Bremer,179
23-Mar-12,Sheri Gordon,59
14-Dec-12,Paul Prost,15
25-Apr-12,Zuschuss Carroll,349
21-Aug-12,David Smith,667
7-Apr-12,Frank Merwin,12
5-Jul-12,Victor Preis,19
4-Dec-12,Maribeth Schnelling,2202
7-Dec-12,Jeremy Farry,7
5-Sep-12,Arthur Gainer,733
28-Apr-12,Russell Applegate,45
25-Oct-12,Deirdre Greer,582
29-Dec-12,Roy Franz?sisch,6
12-May-12,Annie Zypern,37
26-Sep-12,Tracy Blumstein,413
2-Nov-12,Jas O'Carroll,1039
27-Nov-12,Matt Abelman,1171
1-Nov-12,Quincy Jones,5
5-Nov-12,Ken Lonsdale,98
19-Oct-12,Tracy Blumstein,34
9-Aug-12,Naresj Patel,3386
8-Oct-12,Gene Hale,73
5-Nov-12,George Bell,207
31-Oct-12,Mary Zewe,14
28-Mar-12,Alan Barnes,200
14-Sep-12,Stefania Perrino,170
28-May-12,Karl Braun,61
12-Jun-12,Laurel Elliston,30
12-May-12,James Galang,769
6-Dec-12,Dennis Kane,594
22-Aug-12,Dave Poirier,50
19-Mar-12,Jesus Ocampo,454
8-Mar-12,Frank Olsen,9
23-Feb-12,Lindsay Castell,38
30-Oct-12,Thomas Thornton,183
22-Feb-12,Penelope Sewall,79
10-Oct-12,Katherine Nockton,393
11-Sep-12,Don Miller,1082
23-Oct-12,Jay Fein,1447
30-Jul-12,Corey Catlett,62
31-Oct-12,Kean Thornton,83
9-Jul-12,Brian Thompson,1134
3-Feb-12,Ken Heidel,12
19-Sep-12,Rick Wilson,23
10-Sep-12,Charles Crestani,52
25-May-12,Muhammed MacIntyre,263
27-Mar-12,Mark Van Huff,84
17-Sep-12,Meg O'Connel,32
18-Jun-12,Keith Herrera,1046
13-Aug-12,Grace Kelly,65
5-Oct-12,Jeremy Farry,357
13-Apr-12,Zuschuss Carroll,911
1-Mar-12,Resi P?lking,4
28-Mar-12,John Huston,23
1-Mar-12,Craig Molinari,1283
31-May-12,Sample Company A,22
13-Apr-12,Thea Hendricks,11
6-Sep-12,Alyssa Tate,3
12-Dec-12,Helen Abelman,527
11-Dec-12,Jim Kriz,111
17-Dec-12,Paul Gonzalez,450
10-Apr-12,Eugene Hildebrand,157
16-Mar-12,Maurice Satty,499
10-Oct-12,John Dryer,1802
12-Oct-12,Daniel Lacy,412
27-Dec-12,Maribeth Dona,105
4-Oct-12,Julie Kriz,86
7-Dec-12,Darren Koutras,437
7-Nov-12,Karen Bern,24
5-Dec-12,Stephanie Ulpright,153
22-Sep-12,Michael Grace,80
28-May-12,Maxwell Schwartz,633
30-Apr-12,Benjamin Patterson,1023
6-Aug-12,Rachel Payne,468
7-Dec-12,Melanie Seite,80
9-Jul-12,Matt Collins,270
28-Mar-12,Chloris Kastensmidt,21
9-Feb-12,Frank Atkinson,81
19-Sep-12,Giulietta Weimer,280
5-Sep-12,Tamara Willingham,68
24-Dec-12,Harold Ryan,884
24-Nov-12,Kunst Miller,266
30-Dec-12,Clay Ludtke,3251
8-Dec-12,Tonja Turnell,2079
16-Nov-12,Mike Pelletier,2233
11-May-12,Paul Stevenson,192
11-Dec-12,Cynthia Arntzen,324
12-Jun-12,Sam Zeldin,25
13-Nov-12,Fred McMath,233
28-Nov-12,Tom Prescott,323
31-May-12,Muhammed Lee,10
2-Apr-12,Cari Sayre,9
20-Nov-12,Chris Selesnick,140
11-Jul-12,Todd Sumrall,1137
10-Sep-12,Bobby Odegard,6
6-Dec-12,David Bremer,9
13-Sep-12,Arthur Gainer,178
26-Jul-12,Helen Andreada,168
8-May-12,Daniel Lacy,546
23-May-12,Nathan Mautz,926
6-Feb-12,Trudy Schmidt,692
20-Dec-12,Emily Ducich,101
31-Mar-12,Scott Cohen,80
1-Dec-12,Tamara Willingham,4211
15-Dec-12,Jim Kriz,3
13-Jun-12,Barbara Fisher,6
26-Apr-12,Bart Watters,486
7-May-12,Anna Gayman,260
13-Jan-12,Philip Brown,612
19-Sep-12,Marc Harrigan,8
22-Nov-12,Nathan Gelder,114
25-Jun-12,Jill Fjeld,205
14-Nov-12,Patrick Jones,135
30-Nov-12,Janet Lee,705
1-Sep-12,Doug Bickford,979
16-Apr-12,Lauren Leatherbury,2299
6-Sep-12,Beth Thompson,198
29-Nov-12,Sylvia Foulston,1542
23-Mar-12,Bart Pistole,33
7-Aug-12,Jim Karlsson,107
13-Sep-12,Anne McFarland,13
27-Feb-12,Nora Paige,539
15-May-12,Fred Chung,52
17-Jul-12,Jessica Myrick,195
2-Nov-12,Emily Grady,198
14-Nov-12,Ken Black,260
25-May-12,Justin Hirsh,846
15-Nov-12,Maya Herman,225
22-Nov-12,Meg O'Connel,207
23-Jun-12,Christine Sundaresam,367
25-Jul-12,Russell D'Ascenzo,624
26-Oct-12,Maribeth Yedwab,6
10-Sep-12,Alex Russell,180
24-Aug-12,Eleni McCrary,310
15-Oct-12,Joel Eaton,2717
25-Sep-12,Dana Kaydos,129
31-Dec-12,Anna H?berlin,116
12-Jun-12,Giulietta Baptist,64
13-Dec-12,Dean percer,57
7-Apr-12,Peter Fuller,847
20-Jun-12,Stewart Carmichael,384
5-Mar-12,Maribeth Schnelling,257
2-Oct-12,Sheri Gordon,27
3-Nov-12,Corinna Mitchell,1345
7-Sep-12,Tanja Norvell,560
2-Jul-12,Frank Atkinson,246
30-Nov-12,Paul Stevenson,89
3-Feb-12,Allen Armold,178
14-Sep-12,Craig Carroll,1884
9-Jun-12,Trudy Glocke,496
9-Oct-12,Tim Brockman,656
17-Sep-12,Denny Blanton,87
3-Jan-12,Amy Hunt,1758
19-Jan-12,Paul MacIntyre,302
30-Nov-12,Lena Radford,440
20-Sep-12,Barry Gonzalez,1664
14-Dec-12,Darren Budd,370
1-Nov-12,Jeremy Farry,205
20-Dec-12,Evan Minnotte,12
25-May-12,Nora Pelletier,15
2-Nov-12,Barry Blumstein,374
7-Aug-12,Parhena Norris,19
9-Apr-12,Jay Kimmel,370
7-Jun-12,Eleni McCrary,8
8-May-12,Alejandro Ballentine,38
31-Aug-12,Shirley Daniels,21
18-Sep-12,Justin Ritter,717
11-Jul-12,Clytie Kelty,677
4-Dec-12,Michael Stewart,86
11-Jul-12,Shahid Collister,128
20-Apr-12,Erica Smith,117
15-Aug-12,Richard Eichhorn,174
3-Dec-12,Bill Stewart,590
18-Apr-12,Deanra Eno,1009
23-Oct-12,Andrew Gjertsen,4
16-Apr-12,Denise Monton,128
4-Sep-12,Christine Sundaresam,919
28-Nov-12,Evan Bailliet,336
5-Dec-12,Sandra Flanagan,45
6-Mar-12,John Lucas,1555
12-Oct-12,Kelly Andreada,100
17-Sep-12,Sylvia Foulston,29
10-Dec-12,Matt Abelman,1033
24-Sep-12,Marc Crier,518
26-May-12,Pamela Stobb,610
6-Sep-12,Lori Olson,46
14-Jul-12,Toby Gnade,861
6-Dec-12,Naresj Patel,339
19-Mar-12,Dan Campbell,14
25-Apr-12,Jill Stevenson,14
27-Sep-12,Saphhira Shifley,99
26-Jul-12,Alan Shonely,10
26-Jun-12,Dennis Bolton,43
25-Dec-12,Jim Kriz,415
10-May-12,Alan Barnes,47
29-Nov-12,Phillina Ober,4
9-Jun-12,Nathan Cano,13
4-May-12,Alan Schoenberger,27
21-Aug-12,Nick Zandusky,632
23-Nov-12,Pierre Wener,421
25-Dec-12,Maria Bertelson,20
19-Jun-12,Maria Etezadi,6
5-Nov-12,Grant Thornton,25
13-Nov-12,Arthur Wiediger,404
20-Nov-12,Skye Norling,19
16-Mar-12,Monica Federle,43
6-Dec-12,Gary Hwang,758
25-Dec-12,Sean Miller,10
12-Dec-12,Dennis Kane,32
27-Nov-12,Justin Deggeller,189
15-Nov-12,Duane Huffman,40
16-Mar-12,Christopher Martinez,6413
16-Nov-12,Matt Connell,296
30-Jan-12,Jeremy Pistek,14
12-Apr-12,Robert Dilbeck,41
24-Mar-12,Cathy Prescott,47
5-Nov-12,Justin MacKendrick,63
30-Oct-12,Barry Franz?sisch,1036
19-Nov-12,Katherine Ducich,868
1-May-12,Jennifer Braxton,89
5-Oct-12,Maria Bertelson,53
13-May-12,Ben Ferrer,238
15-Sep-12,Carol Triggs,215
9-Feb-12,Sarah Jordon,204
6-Jul-12,Paul Prost,302
7-Mar-12,Eugene Moren,808
2-Jan-12,Victoria Wilson,1817
4-May-12,Stuart Van,126
20-Nov-12,Patrick Bzostek,24
9-Nov-12,Dianna Vittorini,1171
24-Aug-12,Cassandra Brandow,2645
16-Apr-12,Sarah Brown,1484
14-Dec-12,Rick Duston,8
10-Mar-12,Toby Swindell,1
16-Jul-12,Michael Granlund,300
18-Jun-12,Harold Ryan,14
19-Sep-12,Nicole Hansen,66
2-Aug-12,Corey-Lock,565
7-Feb-12,Damala Kotsonis,324
10-Nov-12,Sam Craven,578
31-May-12,Tamara Manning,1746
24-Sep-12,Carlos Meador,35
15-Dec-12,Natalie Fritzler,4190
3-Dec-12,Mark Packer,11
7-May-12,Chris Cortes,46
26-Jul-12,Bart Pistole,131
13-Dec-12,Rachel Payne,147
27-Dec-12,Arthur Gainer,129
7-Nov-12,Mike Caudle,33
13-Aug-12,Sandra Flanagan,32
6-Dec-12,Katherine Murray,33
25-Jul-12,Michelle Huthwaite,1289
12-Mar-12,Evan Bailliet,5
17-Apr-12,Jessica Myrick,173
28-Dec-12,Fred Harton,25
1-Oct-12,Eric Murdock,112
26-May-12,Ruben Dartt,20
25-Sep-12,Sally Hughsby,480
20-Oct-12,Stewart Visinsky,440
22-Nov-12,Brosina Hoffman,33
20-Apr-12,Theresa Swint,896
10-Jul-12,Eric Hoffmann,3
19-Sep-12,Frank Carlisle,61
5-Dec-12,George Bell,52
31-Jan-12,Karl Braun,99
28-May-12,Trudy Brown,94
6-Jan-12,Stefania Perrino,32
24-Oct-12,Robert Dilbeck,454
13-Apr-12,Anthony Witt,13
18-Sep-12,Trudy Glocke,188
3-Sep-12,Julie Creighton,201
31-May-12,Elizabeth Moffitt,345
4-Jan-12,Chris Selesnick,72
22-May-12,Sarah Brown,3862
13-Nov-12,Russell Applegate,211
21-Sep-12,Cynthia Delaney,609
19-Mar-12,Guy Armstrong,11
2-Jul-12,Steven Roelle,19
15-Dec-12,Rick Reed,246
19-Oct-12,Cari Schnelling,2
13-Aug-12,Ralph Arnett,11
18-Sep-12,Adam Bellavance,19
11-Dec-12,Shaun Weien,197
26-Oct-12,Kristen Hastings,1215
29-Mar-12,Alan Shonely,6
3-May-12,Lena Cacioppo,461
6-Sep-12,Chuck Clark,272
16-Nov-12,Heather Kirkland,1001
14-Nov-12,Maureen Gastineau,48
22-Apr-12,Annie Zypern,153
20-Sep-12,Anne McFarland,46
17-Jan-12,Amy Hunt,89
27-Dec-12,Richard Eichhorn,436
8-Sep-12,Victoria Wilson,21
19-Nov-12,Tony Chapman,142
5-Oct-12,Ivan Liston,288
5-Mar-12,Jennifer Jackson,7
27-Apr-12,Tony Chapman,49
25-Sep-12,Carlos Soltero,123
4-Jul-12,Julie Prescott,23
17-Oct-12,Charlotte Melton,78
20-Feb-12,Kelly Andreada,287
17-Jan-12,Scott Cohen,7
25-Oct-12,Trudy Brown,314
18-Dec-12,Robert Barroso,95
13-Nov-12,Helen Abelman,17
5-Mar-12,Sarah Foster,85
12-Nov-12,Yoseph Carroll,16
29-Feb-12,Shui Tom,59
24-Sep-12,Deanra Eno,1423
1-Aug-12,Pauline Chand,1012
24-Nov-12,Toby Swindell,569
22-Jun-12,Shaun Weien,1218
20-May-12,Sheri Gordon,170
29-Mar-12,Sara Luxemburg,1167
22-Dec-12,Beth Thompson,17
9-Jul-12,Emily Burns,5
25-Dec-12,Dionis Lloyd,256
20-Sep-12,Alejandro Grove,38
6-Dec-12,Rose O'Brian,174
